Education,Marital_Status,Income,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Total_Children,Total_Spending,Total_Purchases,Tenure_Days,TotalAcceptedCmp,WebPurchaseRatio,StorePurchaseRatio
2,2,76773.0,2013-02-25,79,1,2,2,11,1,71,0,1156.0,15,4519,0,0.13333333333333333,0.7333333333333333
0,4,81698.0,2013-03-01,1,1,8,2,5,5,42,0,1025.0,15,4515,0,0.5333333333333333,0.3333333333333333
4,4,54466.0,2014-02-09,78,1,1,0,2,5,52,2,16.0,3,4170,0,0.3333333333333333,0.6666666666666666
3,4,98777.0,2014-02-17,23,0,4,6,9,1,65,0,1814.5,19,4162,0,0.21052631578947367,0.47368421052631576
4,4,16269.0,2013-08-30,75,3,3,0,3,8,41,1,44.0,6,4333,0,0.5,0.5
2,5,71819.0,2013-08-28,70,3,3,3,5,6,54,1,1532.5,11,4335,0,0.2727272727272727,0.45454545454545453
4,3,33569.0,2013-10-16,10,1,1,1,2,8,42,1,63.0,4,4286,0,0.25,0.5
3,3,36262.0,2013-09-20,24,1,3,5,3,6,42,0,399.5,11,4312,0,0.2727272727272727,0.2727272727272727
1,5,22634.0,2013-01-16,47,1,2,1,2,8,59,0,96.0,5,4559,0,0.4,0.4
0,3,47025.0,2013-09-12,98,5,11,1,6,9,47,1,635.0,18,4320,0,0.6111111111111112,0.3333333333333333
2,4,70566.0,2013-10-06,4,2,6,5,9,3,57,1,757.0,20,4296,0,0.3,0.45
4,3,31605.0,2012-11-22,15,2,2,1,4,7,46,1,125.0,7,4614,0,0.2857142857142857,0.5714285714285714
3,2,52034.0,2013-05-17,67,5,4,2,5,7,52,2,332.0,11,4438,0,0.36363636363636365,0.45454545454545453
2,4,48526.0,2013-12-24,32,1,2,1,4,3,46,1,135.0,7,4217,0,0.2857142857142857,0.5714285714285714
2,3,46734.0,2012-11-18,40,2,6,1,5,7,71,1,330.0,12,4618,0,0.5,0.4166666666666667
2,2,39552.0,2012-12-18,54,6,6,2,5,8,63,2,384.0,13,4588,0,0.46153846153846156,0.38461538461538464
2,4,86358.0,2012-08-08,78,4,5,3,6,8,59,2,1722.0,14,4720,0,0.35714285714285715,0.42857142857142855
2,5,46931.0,2014-04-24,94,2,1,1,3,3,48,3,78.0,5,4096,0,0.2,0.6
1,4,16581.0,2013-01-12,51,1,0,0,3,4,40,0,24.0,3,4563,0,0.0,1.0
0,2,63998.0,2013-12-20,42,1,7,6,11,4,73,0,906.0,24,4221,0,0.2916666666666667,0.4583333333333333
3,3,67381.0,2013-01-15,67,4,2,2,9,7,74,1,957.0,13,4560,0,0.15384615384615385,0.6923076923076923
2,4,25930.0,2013-10-10,87,1,1,0,2,7,58,2,15.0,3,4292,0,0.3333333333333333,0.6666666666666666
2,3,42693.0,2014-06-07,29,1,1,0,3,5,47,1,57.0,4,4052,0,0.25,0.75
2,5,85606.0,2012-11-12,89,2,6,7,9,3,49,1,1549.5,22,4624,0,0.2727272727272727,0.4090909090909091
2,4,72903.0,2013-10-29,74,1,7,5,8,4,40,0,1762.0,20,4273,0,0.35,0.4
0,5,49669.0,2014-05-24,97,2,5,1,6,6,51,1,326.0,12,4066,0,0.4166666666666667,0.5
4,3,36778.0,2012-08-05,63,3,3,0,3,9,57,2,77.0,6,4723,0,0.5,0.5
4,2,85696.0,2013-05-03,88,1,4,6,9,1,63,0,1313.0,19,4452,0,0.21052631578947367,0.47368421052631576
3,2,10979.0,2014-05-22,34,2,3,0,3,5,36,0,30.0,6,4068,0,0.5,0.5
2,3,49678.0,2013-02-02,81,2,6,2,4,7,64,1,315.0,12,4542,0,0.5,0.3333333333333333
3,5,56129.0,2013-06-20,65,4,6,2,10,4,72,1,660.0,18,4404,0,0.3333333333333333,0.5555555555555556
2,3,37155.0,2013-01-31,51,1,2,0,4,5,36,1,74.0,6,4544,0,0.3333333333333333,0.6666666666666666
0,2,21282.0,2014-05-11,76,2,2,1,2,6,47,1,46.0,5,4079,0,0.4,0.4
4,4,33419.0,2013-08-17,76,2,2,0,4,7,63,1,86.0,6,4346,0,0.3333333333333333,0.6666666666666666
2,6,63285.0,2013-11-05,84,1,6,5,13,3,80,0,1052.5,24,4266,0,0.25,0.5416666666666666
3,5,21255.0,2014-01-21,56,4,2,1,4,4,51,1,61.0,7,4189,0,0.2857142857142857,0.5714285714285714
2,5,42162.0,2013-11-19,31,2,3,1,3,6,44,1,145.0,7,4252,0,0.42857142857142855,0.42857142857142855
2,5,54450.0,2012-09-14,0,6,9,2,8,8,69,2,684.0,19,4683,0,0.47368421052631576,0.42105263157894735
4,3,57744.0,2013-11-12,91,2,9,1,4,8,71,1,411.0,14,4259,0,0.6428571428571429,0.2857142857142857
2,4,26576.0,2012-10-13,40,1,1,0,2,9,39,1,27.0,3,4654,0,0.3333333333333333,0.6666666666666666
4,6,57513.0,2013-07-06,59,2,9,3,13,6,82,0,1060.0,25,4388,0,0.36,0.52
2,5,68142.0,2012-08-29,96,3,10,4,7,6,61,1,1383.0,21,4699,0,0.47619047619047616,0.3333333333333333
2,3,7500.0,2012-08-29,61,1,1,0,2,8,46,1,18.0,3,4699,0,0.3333333333333333,0.6666666666666666
2,5,83145.0,2012-09-22,14,1,5,9,11,2,51,0,1602.0,25,4675,0,0.2,0.44
3,3,54197.0,2014-04-03,16,2,1,3,6,1,65,1,237.0,10,4117,0,0.1,0.6
4,4,23091.0,2014-05-28,98,4,2,1,3,7,62,2,48.0,6,4062,0,0.3333333333333333,0.5
2,3,46049.0,2013-07-21,11,6,5,2,9,7,49,2,515.0,16,4373,0,0.3125,0.5625
2,5,56715.0,2012-12-05,52,1,7,3,4,4,51,0,788.5,14,4601,0,0.5,0.2857142857142857
2,3,79410.0,2014-05-29,19,1,3,2,5,1,64,0,1367.5,10,4061,0,0.3,0.5
2,3,57304.0,2013-03-11,61,2,7,6,10,5,74,1,1008.5,23,4505,0,0.30434782608695654,0.43478260869565216
2,3,44375.0,2014-03-23,73,1,4,1,6,5,60,1,301.0,11,4128,0,0.36363636363636365,0.5454545454545454
2,5,54450.0,2012-09-14,0,6,9,2,8,8,69,2,684.0,19,4683,0,0.47368421052631576,0.42105263157894735
2,3,59594.0,2012-10-20,74,1,8,1,7,7,60,1,499.0,16,4647,0,0.5,0.4375
2,5,80685.0,2012-08-22,55,1,6,4,10,2,31,0,956.0,20,4706,0,0.3,0.5
4,3,40344.0,2013-10-13,48,2,4,1,5,7,51,1,218.0,10,4289,0,0.4,0.5
2,3,62710.0,2013-05-23,53,4,4,2,12,4,53,1,606.0,18,4432,0,0.2222222222222222,0.6666666666666666
0,3,48985.0,2013-07-05,13,1,1,1,3,3,57,1,75.0,5,4389,0,0.2,0.6
2,5,35322.0,2012-08-22,34,3,2,0,4,8,57,3,106.0,6,4706,0,0.3333333333333333,0.6666666666666666
2,3,77142.0,2013-05-29,54,1,4,4,8,2,77,0,920.0,16,4426,0,0.25,0.5
2,4,81657.0,2014-01-22,69,1,3,4,8,1,56,0,1059.5,15,4188,0,0.2,0.5333333333333333
1,3,14421.0,2014-02-17,81,1,1,0,2,5,29,0,16.0,3,4162,0,0.3333333333333333,0.6666666666666666
0,3,20130.0,2014-03-17,99,1,1,0,3,8,51,0,34.0,4,4134,0,0.25,0.75
4,3,74214.0,2012-08-26,3,1,8,2,5,5,35,0,1691.0,15,4702,0,0.5333333333333333,0.3333333333333333
3,3,66726.0,2014-01-12,61,3,8,2,4,7,68,2,438.0,14,4198,0,0.5714285714285714,0.2857142857142857
1,5,23724.0,2013-01-08,65,2,2,0,3,8,46,1,75.0,5,4567,0,0.4,0.6
3,3,47353.0,2013-11-13,93,3,2,2,6,5,65,1,225.0,10,4258,0,0.2,0.6
3,3,33444.0,2012-11-03,24,1,1,0,2,8,73,2,18.0,3,4633,0,0.3333333333333333,0.6666666666666666
2,3,54386.0,2013-05-17,8,2,3,2,10,3,44,1,470.0,15,4438,0,0.2,0.6666666666666666
2,2,28510.0,2013-04-13,72,3,2,0,4,5,44,2,91.0,6,4472,0,0.3333333333333333,0.6666666666666666
3,4,90638.0,2014-02-13,29,1,3,4,10,1,34,0,2064.0,17,4166,0,0.17647058823529413,0.5882352941176471
2,5,48070.0,2013-01-13,33,3,8,2,6,7,75,1,504.0,16,4562,0,0.5,0.375
2,3,43140.0,2013-01-05,68,1,4,1,5,6,68,1,235.0,10,4570,0,0.4,0.5
4,2,54959.0,2013-01-19,55,3,9,5,4,7,64,1,1232.0,18,4556,0,0.5,0.2222222222222222
1,4,15056.0,2013-05-03,76,5,2,2,3,5,67,2,88.0,7,4452,0,0.2857142857142857,0.42857142857142855
2,4,26954.0,2014-05-08,17,1,1,0,2,7,54,1,17.0,3,4082,0,0.3333333333333333,0.6666666666666666
2,4,22327.0,2013-08-02,94,1,1,0,3,5,40,1,24.0,4,4361,0,0.25,0.75
2,3,44393.0,2013-08-22,86,2,1,0,4,4,60,2,60.0,5,4341,0,0.2,0.8
4,4,62000.0,2013-08-25,25,1,6,6,13,4,73,1,1020.0,25,4338,0,0.24,0.52
4,5,31497.0,2012-12-06,22,2,3,1,4,8,63,1,155.0,8,4600,0,0.375,0.5
0,3,45894.0,2014-02-27,15,1,1,0,3,5,51,2,51.0,4,4152,0,0.25,0.75
3,2,78579.0,2012-12-22,35,1,5,6,4,3,55,0,1716.5,15,4584,0,0.3333333333333333,0.26666666666666666
3,6,67369.0,2012-11-17,81,4,7,4,10,4,56,1,1388.0,21,4619,0,0.3333333333333333,0.47619047619047616
2,2,58401.0,2014-04-20,55,1,1,2,2,4,65,1,96.0,5,4100,0,0.2,0.4
2,4,62307.0,2014-02-17,94,1,4,0,4,5,73,1,160.0,8,4162,0,0.5,0.5
3,3,43641.0,2013-04-22,50,3,2,1,4,6,56,2,139.0,7,4463,0,0.2857142857142857,0.5714285714285714
3,2,63841.0,2013-04-21,64,1,9,3,9,6,57,1,903.5,21,4464,0,0.42857142857142855,0.42857142857142855
0,3,46891.0,2013-09-01,91,1,2,1,4,4,60,1,183.0,7,4331,0,0.2857142857142857,0.5714285714285714
3,3,70091.0,2013-03-31,11,2,5,2,10,8,56,1,1161.0,17,4485,0,0.29411764705882354,0.5882352941176471
4,3,78075.0,2014-04-05,72,1,3,5,5,1,53,0,988.0,13,4115,0,0.23076923076923078,0.38461538461538464
0,6,59184.0,2012-09-09,6,3,6,6,12,5,64,1,802.5,24,4688,0,0.25,0.5
2,3,54809.0,2013-09-11,0,4,2,1,5,4,48,2,174.0,8,4321,0,0.25,0.625
2,3,58113.0,2013-01-25,66,3,9,2,8,7,66,1,735.0,19,4550,0,0.47368421052631576,0.42105263157894735
3,3,51412.0,2013-12-31,42,2,3,2,4,4,67,1,195.0,9,4210,0,0.3333333333333333,0.4444444444444444
2,2,15287.0,2012-10-10,60,2,1,1,2,7,46,1,31.0,4,4657,0,0.25,0.5
3,5,66636.0,2013-08-17,64,1,3,4,9,1,68,0,951.0,16,4346,0,0.1875,0.5625
3,3,50965.0,2013-02-20,87,3,10,4,5,8,69,1,685.0,19,4524,0,0.5263157894736842,0.2631578947368421
4,3,84618.0,2013-11-22,96,1,6,9,10,2,60,0,1408.0,25,4249,0,0.24,0.4
2,3,18351.0,2013-10-29,1,1,2,0,3,7,35,0,43.0,5,4273,0,0.4,0.6
4,5,40451.0,2014-02-16,54,1,1,1,2,5,68,2,49.0,4,4163,0,0.25,0.5
2,5,36317.0,2013-05-22,53,2,3,0,4,7,60,1,133.0,7,4433,0,0.42857142857142855,0.5714285714285714
2,5,42213.0,2013-10-12,96,2,5,1,7,7,68,1,363.0,13,4290,0,0.38461538461538464,0.5384615384615384
2,5,65748.0,2013-04-15,58,2,2,4,10,1,70,1,545.0,16,4470,0,0.125,0.625
2,5,77044.0,2013-10-27,12,2,7,10,11,4,53,1,1065.0,28,4275,0,0.25,0.39285714285714285
2,5,74918.0,2013-03-12,78,1,5,9,6,3,56,0,1690.0,20,4504,0,0.25,0.3
2,3,56721.0,2012-10-31,64,5,4,1,5,6,53,2,296.0,10,4636,0,0.4,0.5
2,4,42160.0,2013-06-28,26,4,2,1,4,6,50,2,140.0,7,4396,0,0.2857142857142857,0.5714285714285714
2,4,61559.0,2013-07-17,8,1,4,2,10,3,60,1,528.0,16,4377,0,0.25,0.625
4,5,33629.0,2012-08-08,49,5,3,1,4,9,62,2,152.0,8,4720,0,0.375,0.5
4,5,68682.0,2013-10-06,56,1,4,9,10,2,34,0,1598.0,23,4296,0,0.17391304347826086,0.43478260869565216
2,4,34377.0,2013-01-19,55,2,2,2,2,7,62,1,114.0,6,4556,0,0.3333333333333333,0.3333333333333333
1,4,8940.0,2012-08-22,25,3,3,1,3,8,39,1,101.0,7,4706,0,0.42857142857142855,0.42857142857142855
2,3,26228.0,2013-09-22,50,1,1,0,2,8,52,1,25.0,3,4310,0,0.3333333333333333,0.6666666666666666
0,2,77297.0,2013-01-26,84,1,5,7,9,4,68,0,748.0,21,4549,0,0.23809523809523808,0.42857142857142855
2,3,40211.0,2013-07-30,30,2,2,1,2,8,44,2,87.0,5,4364,0,0.4,0.4
4,6,33438.0,2013-09-22,81,4,2,1,4,5,67,2,90.0,7,4310,0,0.2857142857142857,0.5714285714285714
4,3,75032.0,2013-04-28,74,2,5,4,9,3,66,1,1215.0,18,4457,0,0.2777777777777778,0.5
4,4,61284.0,2013-10-12,76,1,11,2,8,6,70,0,811.0,21,4290,0,0.5238095238095238,0.38095238095238093
2,3,22518.0,2012-10-22,36,2,2,1,2,5,39,1,61.0,5,4645,0,0.4,0.4
3,3,54730.0,2013-08-15,64,5,4,1,8,4,50,1,405.0,13,4348,0,0.3076923076923077,0.6153846153846154
3,3,38452.0,2014-03-30,62,3,3,0,3,7,70,2,72.0,6,4121,0,0.5,0.5
2,2,44421.0,2013-02-15,53,5,5,0,4,8,54,2,189.0,9,4529,0,0.5555555555555556,0.4444444444444444
4,5,38197.0,2013-06-29,86,1,1,0,3,5,39,1,40.0,4,4395,0,0.25,0.75
2,2,41986.0,2014-02-09,15,3,3,0,4,4,47,1,63.0,7,4170,0,0.42857142857142855,0.5714285714285714
2,5,28427.0,2013-03-21,67,2,2,0,3,8,42,1,52.0,5,4495,0,0.4,0.6
4,5,37395.0,2014-05-02,47,1,1,0,3,6,49,1,39.0,4,4088,0,0.25,0.75
2,3,64722.0,2014-05-26,47,4,8,2,11,6,54,1,739.0,21,4064,0,0.38095238095238093,0.5238095238095238
3,5,55249.0,2014-04-17,81,1,2,1,4,3,69,1,130.0,7,4103,0,0.2857142857142857,0.5714285714285714
2,5,84906.0,2013-10-04,98,1,5,6,12,2,53,0,1631.0,23,4298,0,0.21739130434782608,0.5217391304347826
2,3,28691.0,2013-07-04,56,1,1,0,3,8,36,1,34.0,4,4390,0,0.25,0.75
2,4,44213.0,2013-11-29,48,4,2,1,5,6,73,2,152.0,8,4242,0,0.25,0.625
1,4,25707.0,2014-01-18,18,1,1,0,3,7,41,1,21.0,4,4192,0,0.25,0.75
4,3,59062.0,2013-10-03,74,2,2,0,3,4,58,3,71.0,5,4299,0,0.4,0.6
2,4,76624.0,2014-05-24,68,1,5,10,7,1,63,1,840.0,22,4066,0,0.22727272727272727,0.3181818181818182
3,5,66000.0,2014-04-20,36,1,1,3,5,1,78,0,711.0,9,4100,0,0.1111111111111111,0.5555555555555556
4,5,27683.0,2012-08-04,90,4,6,2,4,8,47,1,351.0,12,4724,0,0.5,0.3333333333333333
2,2,1730.0,2014-05-18,65,6,0,0,0,13,54,0,8.0,0,4072,0,0.0,0.0
1,4,7500.0,2012-12-03,63,4,3,2,2,9,33,1,119.0,7,4603,0,0.42857142857142855,0.2857142857142857
2,5,40521.0,2013-04-05,82,1,0,1,2,5,57,2,21.0,3,4480,0,0.0,0.6666666666666666
4,5,20427.0,2014-03-24,63,1,1,0,2,8,52,1,10.0,3,4127,0,0.3333333333333333,0.6666666666666666
2,3,65106.0,2014-05-24,55,3,8,3,13,6,50,1,973.0,24,4066,0,0.3333333333333333,0.5416666666666666
4,3,69969.0,2013-08-27,64,1,4,2,6,3,60,0,1536.0,12,4336,0,0.3333333333333333,0.5
2,3,67433.0,2013-07-16,51,4,6,5,13,4,73,2,992.0,24,4378,0,0.25,0.5416666666666666
4,3,77766.0,2013-02-22,97,2,11,10,11,6,58,1,1529.0,32,4522,0,0.34375,0.34375
2,3,74716.0,2013-09-12,92,2,7,3,5,4,53,1,746.0,15,4320,0,0.4666666666666667,0.3333333333333333
2,2,68118.0,2013-10-18,51,2,8,9,4,6,62,1,900.5,21,4284,0,0.38095238095238093,0.19047619047619047
4,3,55158.0,2012-07-30,72,4,7,2,5,7,55,2,418.0,14,4729,0,0.5,0.35714285714285715
0,3,62972.0,2012-08-03,39,2,7,4,3,6,70,1,521.5,14,4725,0,0.5,0.21428571428571427
2,3,74190.0,2014-05-12,49,2,4,2,11,2,50,1,583.5,17,4078,0,0.23529411764705882,0.6470588235294118
2,3,39356.0,2014-03-19,21,1,1,0,2,6,49,2,23.0,3,4132,0,0.3333333333333333,0.6666666666666666
2,5,76653.0,2013-08-16,91,1,4,7,11,2,56,0,1682.5,22,4347,0,0.18181818181818182,0.5
4,2,35860.0,2014-05-19,37,2,1,1,2,5,52,2,49.0,4,4071,0,0.25,0.5
4,2,90687.0,2013-05-22,98,1,6,2,8,2,42,0,1663.0,16,4433,0,0.375,0.5
3,5,73450.0,2013-12-05,85,1,7,8,11,3,43,0,1804.0,26,4236,0,0.2692307692307692,0.4230769230769231
2,3,31454.0,2013-07-06,40,3,2,0,3,8,65,2,48.0,5,4388,0,0.4,0.6
2,4,47139.0,2014-03-06,2,2,2,1,2,7,73,2,83.0,5,4145,0,0.4,0.4
2,2,83829.0,2013-10-08,78,0,4,7,6,1,50,0,1636.5,17,4294,0,0.23529411764705882,0.35294117647058826
4,3,53378.0,2012-09-24,41,6,9,4,6,8,62,2,787.5,19,4673,0,0.47368421052631576,0.3157894736842105
2,5,19656.0,2013-02-08,94,3,2,1,3,7,55,1,84.0,6,4536,0,0.3333333333333333,0.5
4,3,45579.0,2013-08-20,10,1,4,1,4,6,77,1,183.0,9,4343,0,0.4444444444444444,0.4444444444444444
0,4,85485.0,2014-06-21,73,1,6,6,6,2,67,0,1328.0,18,4038,0,0.3333333333333333,0.3333333333333333
2,3,55956.0,2014-04-07,22,2,7,3,4,4,81,0,999.0,14,4113,0,0.5,0.2857142857142857
3,4,64191.0,2013-01-22,30,3,5,3,13,3,62,1,794.5,21,4553,0,0.23809523809523808,0.6190476190476191
2,4,38808.0,2012-08-26,21,4,5,1,4,8,53,1,246.0,10,4702,0,0.5,0.4
3,3,57183.0,2013-03-19,51,6,9,1,7,8,59,2,610.0,17,4497,0,0.5294117647058824,0.4117647058823529
3,2,23748.0,2012-11-21,97,3,2,1,3,8,57,1,76.0,6,4615,0,0.3333333333333333,0.5
2,3,66303.0,2013-02-26,56,4,3,4,11,8,54,1,1286.0,18,4518,0,0.16666666666666666,0.6111111111111112
3,3,37368.0,2013-12-16,4,1,1,0,2,6,50,1,30.0,3,4225,0,0.3333333333333333,0.6666666666666666
2,3,40800.0,2013-01-01,77,2,3,0,3,7,61,3,99.0,6,4574,0,0.5,0.5
2,2,71847.0,2012-09-21,95,0,6,7,9,3,47,0,1108.5,22,4676,0,0.2727272727272727,0.4090909090909091
2,3,46149.0,2013-11-29,36,5,5,1,7,5,50,1,362.0,13,4242,0,0.38461538461538464,0.5384615384615384
2,5,78687.0,2012-08-09,13,1,4,6,8,2,42,0,1756.0,18,4719,0,0.2222222222222222,0.4444444444444444
0,2,49118.0,2012-08-18,90,2,9,7,10,7,54,0,1212.0,26,4710,0,0.34615384615384615,0.38461538461538464
4,3,37633.0,2012-09-20,49,2,1,0,3,9,68,2,38.0,4,4677,0,0.25,0.75
3,5,39767.0,2013-07-21,18,2,7,1,7,8,74,0,485.0,15,4373,0,0.4666666666666667,0.4666666666666667
1,3,26997.0,2012-11-05,89,2,4,2,5,7,74,0,404.0,11,4631,0,0.36363636363636365,0.45454545454545453
2,2,33986.0,2013-03-14,43,1,1,0,3,7,55,1,44.0,4,4502,0,0.25,0.75
4,3,57091.0,2012-11-23,82,2,9,2,5,7,53,1,496.0,16,4613,0,0.5625,0.3125
0,3,46831.0,2013-06-08,84,2,1,2,2,4,56,2,78.0,5,4416,0,0.2,0.4
3,3,83151.0,2013-02-10,80,1,5,7,10,2,53,0,1894.0,22,4534,0,0.22727272727272727,0.45454545454545453
2,3,52531.0,2012-12-30,68,2,7,2,10,6,54,0,763.0,19,4576,0,0.3684210526315789,0.5263157894736842
2,3,15759.0,2013-09-05,12,1,1,0,2,7,69,0,17.0,3,4327,0,0.3333333333333333,0.6666666666666666
2,4,22804.0,2013-07-31,75,1,2,0,2,9,54,1,26.0,4,4363,0,0.5,0.5
0,3,43050.0,2014-03-18,10,2,2,0,4,5,52,1,76.0,6,4133,0,0.3333333333333333,0.6666666666666666
4,4,42997.0,2013-12-07,91,1,1,0,2,7,48,2,15.0,3,4234,0,0.3333333333333333,0.6666666666666666
4,4,48918.0,2014-04-12,21,2,1,0,4,4,62,2,62.0,5,4108,0,0.2,0.8
3,5,60033.0,2014-03-29,28,2,2,1,5,2,71,1,198.0,8,4122,0,0.25,0.625
4,5,34043.0,2013-10-25,97,1,2,0,2,9,47,1,49.0,4,4277,0,0.5,0.5
2,5,57811.0,2013-06-24,49,5,7,2,11,5,59,1,802.0,20,4400,0,0.35,0.55
2,3,78569.0,2014-02-19,14,1,4,6,4,1,79,0,1489.5,14,4160,0,0.2857142857142857,0.2857142857142857
2,4,7500.0,2012-12-27,5,4,2,1,3,6,47,2,57.0,6,4579,0,0.3333333333333333,0.5
3,5,117416.25,2013-06-04,37,0,1,0,1,1,54,1,59.0,2,4420,0,0.5,0.5
2,5,94384.0,2013-03-04,62,0,5,8,5,2,72,0,1983.0,18,4512,0,0.2777777777777778,0.2777777777777778
0,3,23148.0,2014-02-18,83,1,2,0,3,7,40,0,37.0,5,4161,0,0.4,0.6
2,2,44267.0,2013-02-25,48,5,5,2,4,9,55,2,310.0,11,4519,0,0.45454545454545453,0.36363636363636365
2,3,71626.0,2012-11-01,94,1,5,5,8,3,46,0,1241.0,18,4635,0,0.2777777777777778,0.4444444444444444
2,5,60894.0,2013-06-28,61,5,10,3,8,7,59,1,832.0,21,4396,0,0.47619047619047616,0.38095238095238093
2,5,50200.0,2013-04-03,70,6,7,1,5,8,49,2,401.0,13,4482,0,0.5384615384615384,0.38461538461538464
4,3,81051.0,2014-05-23,43,1,5,5,12,2,60,0,1501.0,22,4067,0,0.22727272727272727,0.5454545454545454
2,3,65169.0,2014-01-14,23,1,10,4,13,6,43,0,1189.0,27,4196,0,0.37037037037037035,0.48148148148148145
2,5,59868.0,2013-07-22,37,6,11,2,12,6,53,1,1166.5,25,4372,0,0.44,0.48
4,3,65695.0,2014-01-31,50,2,5,4,10,4,65,1,656.0,19,4179,0,0.2631578947368421,0.5263157894736842
3,4,64857.0,2012-11-23,78,1,7,5,10,4,69,0,1289.5,22,4613,0,0.3181818181818182,0.45454545454545453
3,5,45143.0,2013-08-26,74,3,6,1,5,7,60,1,311.0,12,4337,0,0.5,0.4166666666666667
0,5,74805.0,2013-11-06,14,5,4,7,10,2,70,1,658.0,21,4265,0,0.19047619047619047,0.47619047619047616
0,3,59060.0,2014-01-11,77,3,3,1,7,4,36,1,274.0,11,4199,0,0.2727272727272727,0.6363636363636364
4,4,27238.0,2013-04-20,39,3,3,0,3,9,63,2,57.0,6,4465,0,0.5,0.5
2,5,47009.0,2013-10-01,89,4,3,2,8,4,60,1,448.0,13,4301,0,0.23076923076923078,0.6153846153846154
0,3,46094.0,2014-06-10,62,1,1,0,3,7,52,2,44.0,4,4049,0,0.25,0.75
2,3,40321.0,2013-07-29,59,2,3,0,3,7,53,2,102.0,6,4365,0,0.5,0.5
2,5,37235.0,2014-02-01,68,1,1,1,2,4,41,1,61.0,4,4178,0,0.25,0.5
3,3,81843.0,2013-04-22,13,1,5,9,12,3,65,0,1626.5,26,4463,0,0.19230769230769232,0.46153846153846156
3,5,46692.0,2013-06-06,37,3,6,1,5,6,67,1,397.0,12,4418,0,0.5,0.4166666666666667
2,5,77382.0,2014-01-07,36,2,5,7,12,1,57,1,1089.5,24,4203,0,0.20833333333333334,0.5
2,4,37774.0,2012-09-03,28,4,7,2,3,9,48,2,423.5,12,4694,0,0.5833333333333334,0.25
1,3,18393.0,2014-03-29,2,2,3,0,3,8,51,1,50.0,6,4122,0,0.5,0.5
3,3,72828.0,2013-02-14,17,6,6,3,13,7,63,1,1599.5,22,4530,0,0.2727272727272727,0.5909090909090909
2,3,24711.0,2014-04-18,86,1,3,0,3,7,43,0,58.0,6,4102,0,0.5,0.5
4,3,45503.0,2013-09-25,54,1,3,1,4,5,50,1,170.0,8,4307,0,0.375,0.5
3,4,6560.0,2013-12-12,2,0,1,0,1,13,43,0,237.5,2,4229,0,0.5,0.5
4,5,71604.0,2013-11-17,3,1,8,3,5,4,80,0,1196.0,16,4254,0,0.5,0.3125
2,3,27244.0,2014-03-07,84,2,2,2,2,7,46,1,101.0,6,4144,0,0.3333333333333333,0.3333333333333333
2,3,48752.0,2012-12-12,8,5,6,1,5,9,56,2,316.0,12,4594,0,0.5,0.4166666666666667
2,3,71434.0,2013-09-18,4,3,7,4,7,4,63,1,1292.0,18,4314,0,0.3888888888888889,0.3888888888888889
2,4,90842.0,2013-07-29,57,1,4,9,13,1,77,0,1256.5,26,4365,0,0.15384615384615385,0.5
3,3,88097.0,2012-08-18,24,1,6,5,8,9,47,1,799.0,19,4710,0,0.3157894736842105,0.42105263157894735
2,3,51948.0,2013-09-17,51,2,5,2,4,5,50,1,311.0,11,4315,0,0.45454545454545453,0.36363636363636365
2,5,71853.0,2013-05-08,29,1,2,8,6,1,43,0,1085.5,16,4447,0,0.125,0.375
3,3,35876.0,2014-04-20,13,1,3,1,3,6,42,0,129.0,7,4100,0,0.42857142857142855,0.42857142857142855
2,6,40049.0,2013-10-16,23,1,1,0,3,6,73,1,32.0,4,4286,0,0.25,0.75
2,4,39660.0,2012-08-08,36,3,7,1,3,9,43,1,299.0,11,4720,0,0.6363636363636364,0.2727272727272727
2,5,50127.0,2014-05-29,88,1,5,1,6,6,63,1,320.0,12,4061,0,0.4166666666666667,0.5
3,3,43263.0,2012-11-21,2,3,5,2,6,5,48,1,441.0,13,4615,0,0.38461538461538464,0.46153846153846156
3,3,62845.0,2012-10-01,3,6,3,4,10,8,76,2,1178.0,17,4666,0,0.17647058823529413,0.5882352941176471
2,3,18929.0,2013-02-16,15,1,1,0,4,6,35,0,85.0,5,4528,0,0.2,0.8
1,4,24367.0,2013-03-20,58,1,1,0,2,9,43,1,24.0,3,4496,0,0.3333333333333333,0.6666666666666666
2,4,33249.0,2013-02-20,11,2,2,1,3,6,50,1,112.0,6,4524,0,0.3333333333333333,0.5
0,3,26887.0,2013-02-10,27,1,1,0,3,6,66,1,30.0,4,4534,0,0.25,0.75
4,3,50150.0,2013-06-20,32,2,5,2,7,5,42,0,410.0,14,4404,0,0.35714285714285715,0.5
2,5,62061.0,2013-08-31,12,3,10,4,7,6,49,1,800.0,21,4332,0,0.47619047619047616,0.3333333333333333
4,2,85696.0,2013-05-03,88,1,4,6,9,1,63,0,1313.0,19,4452,0,0.21052631578947367,0.47368421052631576
4,5,76542.0,2013-03-30,91,1,4,8,10,2,69,0,1466.0,22,4486,0,0.18181818181818182,0.45454545454545453
2,4,70515.0,2013-10-21,12,1,6,6,4,2,32,0,1183.0,16,4281,0,0.375,0.25
2,5,18227.0,2012-11-08,21,1,0,1,2,8,38,1,28.0,3,4628,0,0.0,0.6666666666666666
